2021-08-27 18:22:25,238 [INFO ]  maqp(evaluate_cardinalities: database_name=imdb, target_path=./baselines/cardinality_estimation/results/deepdblight/imdb_light_model_based_budget_5.csv)
2021-08-27 18:22:25,329 [DEBUG]  		Latency: 0.83ms
2021-08-27 18:22:25,329 [DEBUG]  		True: 5
2021-08-27 18:22:25,329 [DEBUG]  		Predicted: 15.248597465342895
2021-08-27 18:22:25,329 [DEBUG]  Q-Error was: 3.049719493068579
2021-08-27 18:22:25,329 [DEBUG]  Predicting cardinality for query 8: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2012 AND t.phonetic_code>14188 AND t.series_years=116 AND ci.role_id<2;,11
2021-08-27 18:22:25,334 [DEBUG]  		Latency: 0.79ms
2021-08-27 18:22:25,334 [DEBUG]  		True: 11
2021-08-27 18:22:25,334 [DEBUG]  		Predicted: 1.3878559981695802
2021-08-27 18:22:25,334 [DEBUG]  Q-Error was: 7.925894339547989
2021-08-27 18:22:25,334 [DEBUG]  Predicting cardinality for query 9: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years=1109 AND t.phonetic_code<18964 AND t.production_year<2011 AND ci.role_id>1;,104
2021-08-27 18:22:25,357 [DEBUG]  		Latency: 20.08ms
2021-08-27 18:22:25,357 [DEBUG]  		True: 104
2021-08-27 18:22:25,357 [DEBUG]  		Predicted: 72.82641760394279
2021-08-27 18:22:25,358 [DEBUG]  Q-Error was: 1.4280532177978433
2021-08-27 18:22:25,358 [DEBUG]  Predicting cardinality for query 10: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=16804 AND t.series_years<351 AND t.production_year<2011 AND ci.role_id>1;,3
2021-08-27 18:22:25,364 [DEBUG]  		Latency: 1.15ms
2021-08-27 18:22:25,364 [DEBUG]  		True: 3
2021-08-27 18:22:25,364 [DEBUG]  		Predicted: 1.0
2021-08-27 18:22:25,364 [DEBUG]  Q-Error was: 3.0
2021-08-27 18:22:25,364 [DEBUG]  Predicting cardinality for query 11: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=15862 AND t.series_years>1108 AND t.production_year<2001 AND ci.role_id>2;,2
2021-08-27 18:22:25,370 [DEBUG]  		Latency: 1.15ms
2021-08-27 18:22:25,371 [DEBUG]  		True: 2
2021-08-27 18:22:25,371 [DEBUG]  		Predicted: 1.0
2021-08-27 18:22:25,371 [DEBUG]  Q-Error was: 2.0
2021-08-27 18:22:25,371 [DEBUG]  Predicting cardinality for query 12: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<16641 AND t.production_year<1969 AND t.series_years>105 AND ci.role_id=2;,9913
2021-08-27 18:22:25,376 [DEBUG]  		Latency: 0.78ms
2021-08-27 18:22:25,376 [DEBUG]  		True: 9913
2021-08-27 18:22:25,376 [DEBUG]  		Predicted: 16229.851556783598
2021-08-27 18:22:25,376 [DEBUG]  Q-Error was: 1.637229048399435
2021-08-27 18:22:25,376 [DEBUG]  Predicting cardinality for query 13: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<1974 AND t.phonetic_code<4570 AND t.series_years<554 AND ci.role_id>1;,7999
2021-08-27 18:22:25,380 [DEBUG]  		Latency: 0.79ms
2021-08-27 18:22:25,381 [DEBUG]  		True: 7999
2021-08-27 18:22:25,381 [DEBUG]  		Predicted: 1337.697000916855
2021-08-27 18:22:25,381 [DEBUG]  Q-Error was: 5.979679998174102
2021-08-27 18:22:25,381 [DEBUG]  Predicting cardinality for query 14: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<17498 AND t.production_year<2010 AND t.series_years>726 AND ci.role_id<4;,378740
2021-08-27 18:22:25,386 [DEBUG]  		Latency: 1.87ms
2021-08-27 18:22:25,386 [DEBUG]  		True: 378740
2021-08-27 18:22:25,386 [DEBUG]  		Predicted: 369340.1433665899
2021-08-27 18:22:25,386 [DEBUG]  Q-Error was: 1.0254504060883527
2021-08-27 18:22:25,386 [DEBUG]  Predicting cardinality for query 15: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<16960 AND t.series_years>367 AND t.production_year<2009 AND ci.role_id<2;,192087
2021-08-27 18:22:25,393 [DEBUG]  		Latency: 1.22ms
2021-08-27 18:22:25,393 [DEBUG]  		True: 192087
2021-08-27 18:22:25,393 [DEBUG]  		Predicted: 185334.68305835716
2021-08-27 18:22:25,393 [DEBUG]  Q-Error was: 1.0364330994621052
2021-08-27 18:22:25,393 [DEBUG]  Predicting cardinality for query 16: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>920 AND t.phonetic_code<22160 AND t.production_year=2011 AND ci.role_id>1;,24519
2021-08-27 18:22:25,399 [DEBUG]  		Latency: 1.29ms
2021-08-27 18:22:25,399 [DEBUG]  		True: 24519
2021-08-27 18:22:25,400 [DEBUG]  		Predicted: 33041.19006528106
2021-08-27 18:22:25,400 [DEBUG]  Q-Error was: 1.3475749445442742
2021-08-27 18:22:25,400 [DEBUG]  Predicting cardinality for query 17: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>1259 AND t.production_year>2012 AND t.phonetic_code>9675 AND ci.role_id=1;,1982
2021-08-27 18:22:25,406 [DEBUG]  		Latency: 1.30ms
2021-08-27 18:22:25,406 [DEBUG]  		True: 1982
2021-08-27 18:22:25,406 [DEBUG]  		Predicted: 2624.3237411183927
2021-08-27 18:22:25,407 [DEBUG]  Q-Error was: 1.3240785777590276
2021-08-27 18:22:25,407 [DEBUG]  Predicting cardinality for query 18: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years=1082 AND t.production_year<2000 AND t.phonetic_code>12684 AND ci.role_id>1;,8
2021-08-27 18:22:25,413 [DEBUG]  		Latency: 1.31ms
2021-08-27 18:22:25,413 [DEBUG]  		True: 8
2021-08-27 18:22:25,413 [DEBUG]  		Predicted: 2.6839399463256197
2021-08-27 18:22:25,413 [DEBUG]  Q-Error was: 2.98069262352617
2021-08-27 18:22:25,414 [DEBUG]  Predicting cardinality for query 19: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<1971 AND t.phonetic_code>16805 AND t.series_years<686 AND ci.role_id=2;,2494
2021-08-27 18:22:25,420 [DEBUG]  		Latency: 1.61ms
2021-08-27 18:22:25,421 [DEBUG]  		True: 2494
2021-08-27 18:22:25,421 [DEBUG]  		Predicted: 209.47141865409571
2021-08-27 18:22:25,421 [DEBUG]  Q-Error was: 11.90615892146313
2021-08-27 18:22:25,421 [DEBUG]  Predicting cardinality for query 20: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2005 AND t.phonetic_code>13138 AND t.series_years<448 AND ci.role_id=1;,70
2021-08-27 18:22:25,427 [DEBUG]  		Latency: 1.36ms
2021-08-27 18:22:25,427 [DEBUG]  		True: 70
2021-08-27 18:22:25,427 [DEBUG]  		Predicted: 904.0953422387973
2021-08-27 18:22:25,428 [DEBUG]  Q-Error was: 12.915647746268533
2021-08-27 18:22:25,428 [DEBUG]  Predicting cardinality for query 21: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>1949 AND t.phonetic_code<4840 AND t.series_years>593 AND ci.role_id>1;,163419
2021-08-27 18:22:25,434 [DEBUG]  		Latency: 1.38ms
2021-08-27 18:22:25,434 [DEBUG]  		True: 163419
2021-08-27 18:22:25,434 [DEBUG]  		Predicted: 143691.1950435016
2021-08-27 18:22:25,435 [DEBUG]  Q-Error was: 1.1372930676129873
2021-08-27 18:22:25,435 [DEBUG]  Predicting cardinality for query 22: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=13420 AND t.production_year<2009 AND t.series_years>364 AND ci.role_id>4;,6
2021-08-27 18:22:25,441 [DEBUG]  		Latency: 1.15ms
2021-08-27 18:22:25,441 [DEBUG]  		True: 6
2021-08-27 18:22:25,441 [DEBUG]  		Predicted: 1.0
2021-08-27 18:22:25,441 [DEBUG]  Q-Error was: 6.0
2021-08-27 18:22:25,441 [DEBUG]  Predicting cardinality for query 23: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<17810 AND t.production_year<2009 AND t.series_years>671 AND ci.role_id>2;,284050
2021-08-27 18:22:25,448 [DEBUG]  		Latency: 1.17ms
2021-08-27 18:22:25,448 [DEBUG]  		True: 284050
2021-08-27 18:22:25,448 [DEBUG]  		Predicted: 238731.10438732404
2021-08-27 18:22:25,448 [DEBUG]  Q-Error was: 1.1898323879034602
2021-08-27 18:22:25,448 [DEBUG]  Predicting cardinality for query 24: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>340 AND t.phonetic_code>1758 AND t.production_year<2012 AND ci.role_id=2;,148269
2021-08-27 18:22:25,460 [DEBUG]  		Latency: 7.13ms
2021-08-27 18:22:25,461 [DEBUG]  		True: 148269
2021-08-27 18:22:25,461 [DEBUG]  		Predicted: 141928.6311289279
2021-08-27 18:22:25,461 [DEBUG]  Q-Error was: 1.0446729375224688
2021-08-27 18:22:25,461 [DEBUG]  Predicting cardinality for query 25: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>663 AND t.production_year<1998 AND t.phonetic_code<1460 AND ci.role_id>2;,11327
2021-08-27 18:22:25,469 [DEBUG]  		Latency: 1.40ms
2021-08-27 18:22:25,469 [DEBUG]  		True: 11327
2021-08-27 18:22:25,469 [DEBUG]  		Predicted: 13740.150814033219
2021-08-27 18:22:25,469 [DEBUG]  Q-Error was: 1.2130441258968145
2021-08-27 18:22:25,469 [DEBUG]  Predicting cardinality for query 26: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>1965 AND t.series_years<294 AND t.phonetic_code>18065 AND ci.role_id>1;,17
2021-08-27 18:22:25,476 [DEBUG]  		Latency: 1.29ms
2021-08-27 18:22:25,476 [DEBUG]  		True: 17
2021-08-27 18:22:25,476 [DEBUG]  		Predicted: 549.5394503885728
2021-08-27 18:22:25,476 [DEBUG]  Q-Error was: 32.325850022857225
2021-08-27 18:22:25,476 [DEBUG]  Predicting cardinality for query 27: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2007 AND t.series_years>328 AND t.phonetic_code>11932 AND ci.role_id=2;,11485
2021-08-27 18:22:25,484 [DEBUG]  		Latency: 1.44ms
2021-08-27 18:22:25,484 [DEBUG]  		True: 11485
2021-08-27 18:22:25,484 [DEBUG]  		Predicted: 18819.265106762436
2021-08-27 18:22:25,484 [DEBUG]  Q-Error was: 1.6385951333706954
2021-08-27 18:22:25,484 [DEBUG]  Predicting cardinality for query 28: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<9598 AND t.series_years<545 AND t.production_year=2012 AND ci.role_id=1;,112
2021-08-27 18:22:25,491 [DEBUG]  		Latency: 1.33ms
2021-08-27 18:22:25,491 [DEBUG]  		True: 112
2021-08-27 18:22:25,491 [DEBUG]  		Predicted: 475.90961993764193
2021-08-27 18:22:25,491 [DEBUG]  Q-Error was: 4.249193035157517
2021-08-27 18:22:25,491 [DEBUG]  Predicting cardinality for query 29: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year=2012 AND t.series_years<249 AND t.phonetic_code>17138 AND ci.role_id>1;,10
2021-08-27 18:22:25,499 [DEBUG]  		Latency: 1.42ms
2021-08-27 18:22:25,499 [DEBUG]  		True: 10
2021-08-27 18:22:25,499 [DEBUG]  		Predicted: 48.625229639638754
2021-08-27 18:22:25,499 [DEBUG]  Q-Error was: 4.862522963963875
2021-08-27 18:22:25,499 [DEBUG]  Predicting cardinality for query 30: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>1006 AND t.phonetic_code<20390 AND t.production_year<2010 AND ci.role_id=1;,169800
2021-08-27 18:22:25,506 [DEBUG]  		Latency: 1.39ms
2021-08-27 18:22:25,506 [DEBUG]  		True: 169800
2021-08-27 18:22:25,506 [DEBUG]  		Predicted: 183996.23306246186
2021-08-27 18:22:25,507 [DEBUG]  Q-Error was: 1.0836056128531324
2021-08-27 18:22:25,507 [DEBUG]  Predicting cardinality for query 31: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<17612 AND t.series_years>704 AND t.production_year<1988 AND ci.role_id<2;,43754
2021-08-27 18:22:25,514 [DEBUG]  		Latency: 1.42ms
2021-08-27 18:22:25,514 [DEBUG]  		True: 43754
2021-08-27 18:22:25,514 [DEBUG]  		Predicted: 58481.40815503122
2021-08-27 18:22:25,514 [DEBUG]  Q-Error was: 1.336595697651214
2021-08-27 18:22:25,514 [DEBUG]  Predicting cardinality for query 32: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>159 AND t.production_year<2012 AND t.phonetic_code<14735 AND ci.role_id>1;,396249
2021-08-27 18:22:25,522 [DEBUG]  		Latency: 1.44ms
2021-08-27 18:22:25,522 [DEBUG]  		True: 396249
2021-08-27 18:22:25,522 [DEBUG]  		Predicted: 410931.7661211962
2021-08-27 18:22:25,522 [DEBUG]  Q-Error was: 1.0370543928721492
2021-08-27 18:22:25,522 [DEBUG]  Predicting cardinality for query 33: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<16524 AND t.production_year=2001 AND t.series_years>1228 AND ci.role_id=1;,7500
2021-08-27 18:22:25,529 [DEBUG]  		Latency: 1.45ms
2021-08-27 18:22:25,529 [DEBUG]  		True: 7500
2021-08-27 18:22:25,529 [DEBUG]  		Predicted: 3773.1170317729266
2021-08-27 18:22:25,529 [DEBUG]  Q-Error was: 1.987746453885071
2021-08-27 18:22:25,529 [DEBUG]  Predicting cardinality for query 34: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=5580 AND t.production_year<2003 AND t.series_years>603 AND ci.role_id=2;,34
2021-08-27 18:22:25,536 [DEBUG]  		Latency: 1.21ms
2021-08-27 18:22:25,536 [DEBUG]  		True: 34
2021-08-27 18:22:25,536 [DEBUG]  		Predicted: 5.940218449688035
2021-08-27 18:22:25,537 [DEBUG]  Q-Error was: 5.7236952290509775
2021-08-27 18:22:25,537 [DEBUG]  Predicting cardinality for query 35: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<480 AND t.production_year>2001 AND t.phonetic_code<12968 AND ci.role_id=4;,2
2021-08-27 18:22:25,544 [DEBUG]  		Latency: 1.44ms
2021-08-27 18:22:25,544 [DEBUG]  		True: 2
2021-08-27 18:22:25,544 [DEBUG]  		Predicted: 925.1621004538988
2021-08-27 18:22:25,544 [DEBUG]  Q-Error was: 462.5810502269494
2021-08-27 18:22:25,544 [DEBUG]  Predicting cardinality for query 36: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2001 AND t.series_years>451 AND t.phonetic_code>15754 AND ci.role_id<2;,29507
2021-08-27 18:22:25,551 [DEBUG]  		Latency: 0.90ms
2021-08-27 18:22:25,551 [DEBUG]  		True: 29507
2021-08-27 18:22:25,551 [DEBUG]  		Predicted: 34266.28706296012
2021-08-27 18:22:25,551 [DEBUG]  Q-Error was: 1.1612934918141498
2021-08-27 18:22:25,551 [DEBUG]  Predicting cardinality for query 37: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>426 AND t.production_year>2012 AND t.phonetic_code<348 AND ci.role_id>1;,234
2021-08-27 18:22:25,555 [DEBUG]  		Latency: 0.84ms
2021-08-27 18:22:25,555 [DEBUG]  		True: 234
2021-08-27 18:22:25,556 [DEBUG]  		Predicted: 387.62569947055067
2021-08-27 18:22:25,556 [DEBUG]  Q-Error was: 1.6565200832074816
2021-08-27 18:22:25,556 [DEBUG]  Predicting cardinality for query 38: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2005 AND t.series_years>1145 AND t.phonetic_code>10256 AND ci.role_id>2;,90509
2021-08-27 18:22:25,560 [DEBUG]  		Latency: 0.99ms
2021-08-27 18:22:25,560 [DEBUG]  		True: 90509
2021-08-27 18:22:25,560 [DEBUG]  		Predicted: 47743.416509014416
2021-08-27 18:22:25,561 [DEBUG]  Q-Error was: 1.895737813042999
2021-08-27 18:22:25,561 [DEBUG]  Predicting cardinality for query 39: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>10256 AND t.series_years=523 AND t.production_year<2003 AND ci.role_id=2;,14
2021-08-27 18:22:25,566 [DEBUG]  		Latency: 1.42ms
2021-08-27 18:22:25,566 [DEBUG]  		True: 14
2021-08-27 18:22:25,566 [DEBUG]  		Predicted: 2.089877468439083
2021-08-27 18:22:25,566 [DEBUG]  Q-Error was: 6.6989573366980775
2021-08-27 18:22:25,566 [DEBUG]  Predicting cardinality for query 40: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<20698 AND t.production_year<2010 AND t.series_years>1088 AND ci.role_id=2;,104186
2021-08-27 18:22:25,571 [DEBUG]  		Latency: 0.90ms
2021-08-27 18:22:25,571 [DEBUG]  		True: 104186
2021-08-27 18:22:25,571 [DEBUG]  		Predicted: 101554.25009016946
2021-08-27 18:22:25,571 [DEBUG]  Q-Error was: 1.0259147195463885
2021-08-27 18:22:25,571 [DEBUG]  Predicting cardinality for query 41: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<11964 AND t.production_year=2004 AND t.series_years>762 AND ci.role_id=2;,4424
2021-08-27 18:22:25,576 [DEBUG]  		Latency: 0.88ms
2021-08-27 18:22:25,576 [DEBUG]  		True: 4424
2021-08-27 18:22:25,576 [DEBUG]  		Predicted: 3603.7395279078924
2021-08-27 18:22:25,576 [DEBUG]  Q-Error was: 1.2276136956458392
2021-08-27 18:22:25,576 [DEBUG]  Predicting cardinality for query 42: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<20345 AND t.production_year>1961 AND t.series_years<579 AND ci.role_id=2;,7414
2021-08-27 18:22:25,583 [DEBUG]  		Latency: 1.31ms
2021-08-27 18:22:25,583 [DEBUG]  		True: 7414
2021-08-27 18:22:25,583 [DEBUG]  		Predicted: 8284.67554876114
2021-08-27 18:22:25,583 [DEBUG]  Q-Error was: 1.117436680437165
2021-08-27 18:22:25,583 [DEBUG]  Predicting cardinality for query 43: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>3486 AND t.production_year<2006 AND t.series_years<690 AND ci.role_id=1;,23256
2021-08-27 18:22:25,590 [DEBUG]  		Latency: 1.19ms
2021-08-27 18:22:25,590 [DEBUG]  		True: 23256
2021-08-27 18:22:25,590 [DEBUG]  		Predicted: 9868.936035657613
2021-08-27 18:22:25,590 [DEBUG]  Q-Error was: 2.356485026954615
2021-08-27 18:22:25,590 [DEBUG]  Predicting cardinality for query 44: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>3222 AND t.series_years>1221 AND t.production_year<2006 AND ci.role_id=1;,66742
2021-08-27 18:22:25,597 [DEBUG]  		Latency: 1.19ms
2021-08-27 18:22:25,597 [DEBUG]  		True: 66742
2021-08-27 18:22:25,597 [DEBUG]  		Predicted: 84546.99974682563
2021-08-27 18:22:25,597 [DEBUG]  Q-Error was: 1.2667735420998116
2021-08-27 18:22:25,597 [DEBUG]  Predicting cardinality for query 45: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>298 AND t.series_years<1078 AND t.production_year>2009 AND ci.role_id>1;,25
2021-08-27 18:22:25,604 [DEBUG]  		Latency: 1.40ms
2021-08-27 18:22:25,604 [DEBUG]  		True: 25
2021-08-27 18:22:25,604 [DEBUG]  		Predicted: 29499.393862304092
2021-08-27 18:22:25,605 [DEBUG]  Q-Error was: 1179.9757544921638
2021-08-27 18:22:25,605 [DEBUG]  Predicting cardinality for query 46: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<14735 AND t.production_year>1997 AND t.series_years>709 AND ci.role_id=1;,98239
2021-08-27 18:22:25,611 [DEBUG]  		Latency: 1.21ms
2021-08-27 18:22:25,611 [DEBUG]  		True: 98239
2021-08-27 18:22:25,611 [DEBUG]  		Predicted: 144017.99419564375
2021-08-27 18:22:25,612 [DEBUG]  Q-Error was: 1.465996133873958
2021-08-27 18:22:25,612 [DEBUG]  Predicting cardinality for query 47: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<6092 AND t.series_years>613 AND t.production_year=2006 AND ci.role_id>1;,9232
2021-08-27 18:22:25,619 [DEBUG]  		Latency: 1.29ms
2021-08-27 18:22:25,619 [DEBUG]  		True: 9232
2021-08-27 18:22:25,619 [DEBUG]  		Predicted: 7626.426958115154
2021-08-27 18:22:25,619 [DEBUG]  Q-Error was: 1.2105275577544714
2021-08-27 18:22:25,619 [DEBUG]  Predicting cardinality for query 48: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<11790 AND t.production_year<2002 AND t.series_years>503 AND ci.role_id=1;,89134
2021-08-27 18:22:25,626 [DEBUG]  		Latency: 1.31ms
2021-08-27 18:22:25,626 [DEBUG]  		True: 89134
2021-08-27 18:22:25,626 [DEBUG]  		Predicted: 91326.8775423583
2021-08-27 18:22:25,626 [DEBUG]  Q-Error was: 1.0246020322476082
2021-08-27 18:22:25,626 [DEBUG]  Predicting cardinality for query 49: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<939 AND t.phonetic_code<11652 AND t.production_year>2002 AND ci.role_id<4;,158
2021-08-27 18:22:25,633 [DEBUG]  		Latency: 1.27ms
2021-08-27 18:22:25,633 [DEBUG]  		True: 158
2021-08-27 18:22:25,633 [DEBUG]  		Predicted: 36676.698709120195
2021-08-27 18:22:25,633 [DEBUG]  Q-Error was: 232.1310044881025
2021-08-27 18:22:25,633 [DEBUG]  Predicting cardinality for query 50: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2007 AND t.phonetic_code>7311 AND t.series_years=1014 AND ci.role_id>1;,53
2021-08-27 18:22:25,640 [DEBUG]  		Latency: 1.31ms
2021-08-27 18:22:25,640 [DEBUG]  		True: 53
2021-08-27 18:22:25,641 [DEBUG]  		Predicted: 34.754014630712284
2021-08-27 18:22:25,641 [DEBUG]  Q-Error was: 1.5250036740550732
