2020-12-18 22:27:14,008 [INFO ]  maqp(evaluate_cardinalities: database_name=imdb, target_path=./baselines/cardinality_estimation/results/deepDB-ranges/imdb_ranges_5_model_based_budget_5.csv)
2020-12-18 22:27:14,922 [DEBUG]  Predicting cardinality for query 10: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mk.keyword_id=6510 AND t.phonetic_code>=15530 AND t.production_year>=1981.0 AND mc.company_type_id=1 AND mi_idx.info_type_id=101;
2020-12-18 22:27:14,956 [DEBUG]  		Latency: 27.05ms
2020-12-18 22:27:14,956 [DEBUG]  		True: 75133.0
2020-12-18 22:27:14,956 [DEBUG]  		Predicted: 2336.6848723477474
2020-12-18 22:27:14,956 [DEBUG]  Q-Error was: 32.15367244814287
2020-12-18 22:27:14,956 [DEBUG]  Predicting cardinality for query 11: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=9 AND mk.keyword_id=141 AND t.kind_id=3 AND mc.company_type_id=1 AND mi_idx.info_type_id=100 AND t.phonetic_code<=13574;
2020-12-18 22:27:14,987 [DEBUG]  		Latency: 23.44ms
2020-12-18 22:27:14,987 [DEBUG]  		True: 394.0
2020-12-18 22:27:14,987 [DEBUG]  		Predicted: 10.942077820135768
2020-12-18 22:27:14,987 [DEBUG]  Q-Error was: 36.00778631595505
2020-12-18 22:27:14,987 [DEBUG]  Predicting cardinality for query 12: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=101 AND t.phonetic_code>=16176 AND mi.info_type_id=16 AND t.production_year>=2008.0 AND mk.keyword_id=31405 AND mc.company_type_id=1;
2020-12-18 22:27:15,018 [DEBUG]  		Latency: 23.83ms
2020-12-18 22:27:15,018 [DEBUG]  		True: 1034.0
2020-12-18 22:27:15,018 [DEBUG]  		Predicted: 2.501294532938732
2020-12-18 22:27:15,018 [DEBUG]  Q-Error was: 413.38594331198954
2020-12-18 22:27:15,019 [DEBUG]  Predicting cardinality for query 13: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=11859 AND t.kind_id=1 AND mc.company_type_id=1 AND t.phonetic_code<=1499 AND mi_idx.info_type_id=112 AND mi.info_type_id=17;
2020-12-18 22:27:15,050 [DEBUG]  		Latency: 24.20ms
2020-12-18 22:27:15,050 [DEBUG]  		True: 11128.0
2020-12-18 22:27:15,050 [DEBUG]  		Predicted: 1.6663567159007318
2020-12-18 22:27:15,050 [DEBUG]  Q-Error was: 6678.0419185245555
2020-12-18 22:27:15,050 [DEBUG]  Predicting cardinality for query 14: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mc.company_type_id=1 AND t.phonetic_code=18353 AND mi_idx.info_type_id=101 AND mk.keyword_id=95084 AND t.production_year<=2007.0;
2020-12-18 22:27:15,094 [DEBUG]  		Latency: 36.68ms
2020-12-18 22:27:15,094 [DEBUG]  		True: 34200.0
2020-12-18 22:27:15,094 [DEBUG]  		Predicted: 0.024143625084052427
2020-12-18 22:27:15,095 [DEBUG]  Q-Error was: 1416522.9902691832
2020-12-18 22:27:15,095 [DEBUG]  Predicting cardinality for query 15: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=5 AND t.production_year<=2011.0 AND mk.keyword_id=2891 AND mi_idx.info_type_id=100 AND mc.company_type_id=1;
2020-12-18 22:27:15,132 [DEBUG]  		Latency: 26.32ms
2020-12-18 22:27:15,132 [DEBUG]  		True: 286941.0
2020-12-18 22:27:15,132 [DEBUG]  		Predicted: 2918.138577696292
2020-12-18 22:27:15,132 [DEBUG]  Q-Error was: 98.33014860676148
2020-12-18 22:27:15,132 [DEBUG]  Predicting cardinality for query 16: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=106 AND mi_idx.info_type_id=101 AND t.kind_id=1;
2020-12-18 22:27:15,160 [DEBUG]  		Latency: 21.63ms
2020-12-18 22:27:15,160 [DEBUG]  		True: 291055812.0
2020-12-18 22:27:15,160 [DEBUG]  		Predicted: 2096335.3263908613
2020-12-18 22:27:15,160 [DEBUG]  Q-Error was: 138.84029350451956
2020-12-18 22:27:15,160 [DEBUG]  Predicting cardinality for query 17: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=569 AND t.phonetic_code>=15231 AND mc.company_type_id=1 AND t.production_year>=2000.0 AND mi.info_type_id=15;
2020-12-18 22:27:15,187 [DEBUG]  		Latency: 19.89ms
2020-12-18 22:27:15,187 [DEBUG]  		True: 96878.0
2020-12-18 22:27:15,187 [DEBUG]  		Predicted: 1202.2620867195942
2020-12-18 22:27:15,187 [DEBUG]  Q-Error was: 80.57976798081884
2020-12-18 22:27:15,187 [DEBUG]  Predicting cardinality for query 18: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=100 AND mc.company_type_id=1 AND t.kind_id=6 AND t.production_year>=2004.0 AND mi.info_type_id=15;
2020-12-18 22:27:15,223 [DEBUG]  		Latency: 28.56ms
2020-12-18 22:27:15,223 [DEBUG]  		True: 1458679.0
2020-12-18 22:27:15,223 [DEBUG]  		Predicted: 4883.145756955319
2020-12-18 22:27:15,223 [DEBUG]  Q-Error was: 298.7170714538528
2020-12-18 22:27:15,223 [DEBUG]  Predicting cardinality for query 19: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year<=1987.0 AND mi_idx.info_type_id=99 AND mc.company_type_id=1 AND t.kind_id=1;
2020-12-18 22:27:15,256 [DEBUG]  		Latency: 26.16ms
2020-12-18 22:27:15,256 [DEBUG]  		True: 982411246.0
2020-12-18 22:27:15,256 [DEBUG]  		Predicted: 9329177.784662658
2020-12-18 22:27:15,256 [DEBUG]  Q-Error was: 105.3052336096652
2020-12-18 22:27:15,256 [DEBUG]  Predicting cardinality for query 20: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=17 AND t.production_year>=1962.0 AND mc.company_type_id=1 AND mi_idx.info_type_id=100 AND t.phonetic_code<=11765 AND t.kind_id=1;
2020-12-18 22:27:15,292 [DEBUG]  		Latency: 28.72ms
2020-12-18 22:27:15,292 [DEBUG]  		True: 193639063.0
2020-12-18 22:27:15,292 [DEBUG]  		Predicted: 1480102.4506765956
2020-12-18 22:27:15,292 [DEBUG]  Q-Error was: 130.82814835654264
2020-12-18 22:27:15,292 [DEBUG]  Predicting cardinality for query 21: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND t.phonetic_code<=3636 AND mk.keyword_id=723;
2020-12-18 22:27:15,314 [DEBUG]  		Latency: 15.97ms
2020-12-18 22:27:15,314 [DEBUG]  		True: 4917616.0
2020-12-18 22:27:15,315 [DEBUG]  		Predicted: 54719.49168150106
2020-12-18 22:27:15,315 [DEBUG]  Q-Error was: 89.86954828863097
2020-12-18 22:27:15,315 [DEBUG]  Predicting cardinality for query 22: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code<=9920 AND t.production_year>=2004.0 AND mk.keyword_id=1767;
2020-12-18 22:27:15,337 [DEBUG]  		Latency: 15.70ms
2020-12-18 22:27:15,337 [DEBUG]  		True: 3241671.0
2020-12-18 22:27:15,337 [DEBUG]  		Predicted: 56575.7705353798
2020-12-18 22:27:15,337 [DEBUG]  Q-Error was: 57.29786743200984
2020-12-18 22:27:15,337 [DEBUG]  Predicting cardinality for query 23: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mi.info_type_id=54 AND t.kind_id=1 AND t.production_year<=1989.0 AND mk.keyword_id=16322 AND t.phonetic_code>=10570;
2020-12-18 22:27:15,369 [DEBUG]  		Latency: 25.32ms
2020-12-18 22:27:15,369 [DEBUG]  		True: 1398.0
2020-12-18 22:27:15,369 [DEBUG]  		Predicted: 0.18066107825843863
2020-12-18 22:27:15,369 [DEBUG]  Q-Error was: 7738.246740673927
2020-12-18 22:27:15,369 [DEBUG]  Predicting cardinality for query 24: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=2128 AND t.production_year=2010.0 AND mi.info_type_id=16 AND mc.company_type_id=1;
2020-12-18 22:27:15,396 [DEBUG]  		Latency: 20.23ms
2020-12-18 22:27:15,396 [DEBUG]  		True: 37995.0
2020-12-18 22:27:15,396 [DEBUG]  		Predicted: 168.75373585029442
2020-12-18 22:27:15,396 [DEBUG]  Q-Error was: 225.15057108843087
2020-12-18 22:27:15,397 [DEBUG]  Predicting cardinality for query 25: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=99 AND mc.company_type_id=1 AND mi.info_type_id=108 AND t.kind_id=1;
2020-12-18 22:27:15,420 [DEBUG]  		Latency: 17.43ms
2020-12-18 22:27:15,421 [DEBUG]  		True: 37945282.0
2020-12-18 22:27:15,421 [DEBUG]  		Predicted: 254815.823155632
2020-12-18 22:27:15,421 [DEBUG]  Q-Error was: 148.9125813698957
2020-12-18 22:27:15,421 [DEBUG]  Predicting cardinality for query 26: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year<=2002.0 AND mi_idx.info_type_id=101 AND mk.keyword_id=3117;
2020-12-18 22:27:15,447 [DEBUG]  		Latency: 19.93ms
2020-12-18 22:27:15,447 [DEBUG]  		True: 146796.0
2020-12-18 22:27:15,447 [DEBUG]  		Predicted: 3151.869490952998
2020-12-18 22:27:15,447 [DEBUG]  Q-Error was: 46.57426343995443
2020-12-18 22:27:15,447 [DEBUG]  Predicting cardinality for query 27: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code>=6284 AND t.production_year<=1939.0 AND mc.company_type_id=1 AND t.kind_id=1 AND mi_idx.info_type_id=99 AND mi.info_type_id=15;
2020-12-18 22:27:15,484 [DEBUG]  		Latency: 29.26ms
2020-12-18 22:27:15,484 [DEBUG]  		True: 6085577.0
2020-12-18 22:27:15,484 [DEBUG]  		Predicted: 48525.86803548679
2020-12-18 22:27:15,484 [DEBUG]  Q-Error was: 125.40892613295738
2020-12-18 22:27:15,484 [DEBUG]  Predicting cardinality for query 28: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code=2749 AND mi.info_type_id=15 AND t.production_year=2007.0 AND mk.keyword_id=17454 AND mi_idx.info_type_id=100;
2020-12-18 22:27:15,517 [DEBUG]  		Latency: 26.26ms
2020-12-18 22:27:15,517 [DEBUG]  		True: 768.0
2020-12-18 22:27:15,517 [DEBUG]  		Predicted: 50.714251999999995
2020-12-18 22:27:15,517 [DEBUG]  Q-Error was: 15.143672039173525
2020-12-18 22:27:15,517 [DEBUG]  Predicting cardinality for query 29: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=55186 AND t.production_year=2012.0 AND mi.info_type_id=15 AND t.phonetic_code>=11739 AND mc.company_type_id=1 AND mi_idx.info_type_id=101;
2020-12-18 22:27:15,548 [DEBUG]  		Latency: 23.40ms
2020-12-18 22:27:15,548 [DEBUG]  		True: 2185.0
2020-12-18 22:27:15,548 [DEBUG]  		Predicted: 1.4279250867575444
2020-12-18 22:27:15,548 [DEBUG]  Q-Error was: 1530.192319095381
2020-12-18 22:27:15,548 [DEBUG]  Predicting cardinality for query 30: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code>=8045 AND t.kind_id=1 AND mi.info_type_id=13 AND t.production_year<=2009.0;
2020-12-18 22:27:15,579 [DEBUG]  		Latency: 24.28ms
2020-12-18 22:27:15,579 [DEBUG]  		True: 598658181.0
2020-12-18 22:27:15,579 [DEBUG]  		Predicted: 4275140.7087449385
2020-12-18 22:27:15,579 [DEBUG]  Q-Error was: 140.0323923316548
2020-12-18 22:27:15,579 [DEBUG]  Predicting cardinality for query 31: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=465 AND t.phonetic_code<=17636 AND mi_idx.info_type_id=101 AND mc.company_type_id=1;
2020-12-18 22:27:15,600 [DEBUG]  		Latency: 14.02ms
2020-12-18 22:27:15,600 [DEBUG]  		True: 1889972.0
2020-12-18 22:27:15,600 [DEBUG]  		Predicted: 91779.8318010617
2020-12-18 22:27:15,600 [DEBUG]  Q-Error was: 20.59245438689219
2020-12-18 22:27:15,600 [DEBUG]  Predicting cardinality for query 32: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year<=1997.0 AND mi_idx.info_type_id=100 AND mc.company_type_id=2;
2020-12-18 22:27:15,627 [DEBUG]  		Latency: 20.69ms
2020-12-18 22:27:15,627 [DEBUG]  		True: 211010863.0
2020-12-18 22:27:15,627 [DEBUG]  		Predicted: 5393012.735619384
2020-12-18 22:27:15,628 [DEBUG]  Q-Error was: 39.12671327592657
2020-12-18 22:27:15,628 [DEBUG]  Predicting cardinality for query 33: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=10925 AND mi.info_type_id=107 AND t.production_year<=1989.0;
2020-12-18 22:27:15,665 [DEBUG]  		Latency: 31.51ms
2020-12-18 22:27:15,666 [DEBUG]  		True: 16688.0
2020-12-18 22:27:15,666 [DEBUG]  		Predicted: 35841.98121295536
2020-12-18 22:27:15,666 [DEBUG]  Q-Error was: 2.147769727526088
2020-12-18 22:27:15,666 [DEBUG]  Predicting cardinality for query 34: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.phonetic_code=4239 AND t.production_year=1998.0 AND mi_idx.info_type_id=99 AND t.kind_id=1;
2020-12-18 22:27:15,704 [DEBUG]  		Latency: 31.20ms
2020-12-18 22:27:15,704 [DEBUG]  		True: 4566429.0
2020-12-18 22:27:15,704 [DEBUG]  		Predicted: 2.5390070000000007
2020-12-18 22:27:15,704 [DEBUG]  Q-Error was: 1798509.811119071
2020-12-18 22:27:15,704 [DEBUG]  Predicting cardinality for query 35: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year<=2012.0 AND t.phonetic_code>=4227 AND t.kind_id=1;
2020-12-18 22:27:15,733 [DEBUG]  		Latency: 23.01ms
2020-12-18 22:27:15,734 [DEBUG]  		True: 10387049239.0
2020-12-18 22:27:15,734 [DEBUG]  		Predicted: 97907929.99687804
2020-12-18 22:27:15,734 [DEBUG]  Q-Error was: 106.08996880366287
2020-12-18 22:27:15,734 [DEBUG]  Predicting cardinality for query 36: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=101 AND mc.company_type_id=1 AND t.kind_id=1 AND mi.info_type_id=13;
2020-12-18 22:27:15,748 [DEBUG]  		Latency: 7.67ms
2020-12-18 22:27:15,748 [DEBUG]  		True: 323629521.0
2020-12-18 22:27:15,748 [DEBUG]  		Predicted: 2240335.28675957
2020-12-18 22:27:15,748 [DEBUG]  Q-Error was: 144.45584235210572
2020-12-18 22:27:15,748 [DEBUG]  Predicting cardinality for query 37: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=8816 AND t.phonetic_code>=108 AND mi_idx.info_type_id=99 AND mc.company_type_id=1;
