2020-12-18 22:25:51,926 [INFO ]  maqp(evaluate_cardinalities: database_name=imdb, target_path=./baselines/cardinality_estimation/results/deepDB-ranges/imdb_ranges_4_model_based_budget_5.csv)
2020-12-18 22:25:52,866 [DEBUG]  Predicting cardinality for query 10: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=100 AND t.production_year<=1995.0 AND t.kind_id=1 AND mc.company_type_id=2 AND t.phonetic_code>=16928 AND mi.info_type_id=67;
2020-12-18 22:25:52,901 [DEBUG]  		Latency: 28.57ms
2020-12-18 22:25:52,901 [DEBUG]  		True: 1797
2020-12-18 22:25:52,901 [DEBUG]  		Predicted: 875.8031461107819
2020-12-18 22:25:52,901 [DEBUG]  Q-Error was: 2.051830948518532
2020-12-18 22:25:52,901 [DEBUG]  Predicting cardinality for query 11: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code<=11318 AND mi_idx.info_type_id=99 AND mi.info_type_id=17 AND mc.company_type_id=1 AND t.kind_id=1 AND t.production_year>=2003.0;
2020-12-18 22:25:52,936 [DEBUG]  		Latency: 28.79ms
2020-12-18 22:25:52,936 [DEBUG]  		True: 506397
2020-12-18 22:25:52,936 [DEBUG]  		Predicted: 594354.5618986916
2020-12-18 22:25:52,936 [DEBUG]  Q-Error was: 1.1736928968747673
2020-12-18 22:25:52,936 [DEBUG]  Predicting cardinality for query 12: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=100 AND mi.info_type_id=7 AND t.kind_id=1;
2020-12-18 22:25:52,965 [DEBUG]  		Latency: 23.36ms
2020-12-18 22:25:52,965 [DEBUG]  		True: 2919068
2020-12-18 22:25:52,966 [DEBUG]  		Predicted: 2536546.158005197
2020-12-18 22:25:52,966 [DEBUG]  Q-Error was: 1.1508042109888619
2020-12-18 22:25:52,966 [DEBUG]  Predicting cardinality for query 13: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year>=1990.0 AND mc.company_type_id=1 AND t.kind_id=1 AND mi_idx.info_type_id=101 AND mi.info_type_id=61;
2020-12-18 22:25:53,000 [DEBUG]  		Latency: 28.16ms
2020-12-18 22:25:53,000 [DEBUG]  		True: 37563
2020-12-18 22:25:53,000 [DEBUG]  		Predicted: 65806.81940913931
2020-12-18 22:25:53,000 [DEBUG]  Q-Error was: 1.7519053166450844
2020-12-18 22:25:53,000 [DEBUG]  Predicting cardinality for query 14: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=101 AND mi.info_type_id=16 AND t.kind_id=1;
2020-12-18 22:25:53,028 [DEBUG]  		Latency: 22.09ms
2020-12-18 22:25:53,028 [DEBUG]  		True: 8123586
2020-12-18 22:25:53,028 [DEBUG]  		Predicted: 6763707.78335236
2020-12-18 22:25:53,028 [DEBUG]  Q-Error was: 1.201055140199098
2020-12-18 22:25:53,028 [DEBUG]  Predicting cardinality for query 15: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.imdb_index=2 AND mi.info_type_id=107 AND t.kind_id=1 AND mc.company_type_id=1;
2020-12-18 22:25:53,060 [DEBUG]  		Latency: 22.38ms
2020-12-18 22:25:53,060 [DEBUG]  		True: 188668
2020-12-18 22:25:53,060 [DEBUG]  		Predicted: 95869.96851079765
2020-12-18 22:25:53,060 [DEBUG]  Q-Error was: 1.9679572542964867
2020-12-18 22:25:53,061 [DEBUG]  Predicting cardinality for query 16: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code>=20941 AND mc.company_type_id=2 AND t.kind_id=1 AND t.production_year<=2006.0 AND mi_idx.info_type_id=100;
2020-12-18 22:25:53,096 [DEBUG]  		Latency: 28.81ms
2020-12-18 22:25:53,096 [DEBUG]  		True: 163003
2020-12-18 22:25:53,096 [DEBUG]  		Predicted: 167833.04447406874
2020-12-18 22:25:53,096 [DEBUG]  Q-Error was: 1.0296316293201275
2020-12-18 22:25:53,096 [DEBUG]  Predicting cardinality for query 17: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code<=2680 AND t.production_year=1972.0 AND mi.info_type_id=5 AND mc.company_type_id=1;
2020-12-18 22:25:53,123 [DEBUG]  		Latency: 20.81ms
2020-12-18 22:25:53,123 [DEBUG]  		True: 13146
2020-12-18 22:25:53,123 [DEBUG]  		Predicted: 7848.592806649057
2020-12-18 22:25:53,123 [DEBUG]  Q-Error was: 1.6749499335553708
2020-12-18 22:25:53,123 [DEBUG]  Predicting cardinality for query 18: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mi_idx.info_type_id=99 AND mc.company_type_id=1 AND mi.info_type_id=107;
2020-12-18 22:25:53,146 [DEBUG]  		Latency: 17.66ms
2020-12-18 22:25:53,146 [DEBUG]  		True: 2500526
2020-12-18 22:25:53,147 [DEBUG]  		Predicted: 2152850.704394747
2020-12-18 22:25:53,147 [DEBUG]  Q-Error was: 1.1614953117257607
2020-12-18 22:25:53,147 [DEBUG]  Predicting cardinality for query 19: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=110 AND mc.company_type_id=1 AND mi_idx.info_type_id=101 AND t.production_year<=2002.0 AND t.phonetic_code<=18941;
2020-12-18 22:25:53,177 [DEBUG]  		Latency: 24.61ms
2020-12-18 22:25:53,178 [DEBUG]  		True: 272419
2020-12-18 22:25:53,178 [DEBUG]  		Predicted: 241832.42981283434
2020-12-18 22:25:53,178 [DEBUG]  Q-Error was: 1.1264783644229934
2020-12-18 22:25:53,178 [DEBUG]  Predicting cardinality for query 20: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=104 AND t.production_year>=1962.0 AND t.phonetic_code=11873 AND t.kind_id=1;
2020-12-18 22:25:53,209 [DEBUG]  		Latency: 25.55ms
2020-12-18 22:25:53,209 [DEBUG]  		True: 57
2020-12-18 22:25:53,209 [DEBUG]  		Predicted: 2.6034244335139967
2020-12-18 22:25:53,209 [DEBUG]  Q-Error was: 21.894240242288774
2020-12-18 22:25:53,210 [DEBUG]  Predicting cardinality for query 21: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=100 AND t.phonetic_code>=16608 AND t.kind_id=1 AND mc.company_type_id=1 AND t.production_year=2008.0;
2020-12-18 22:25:53,243 [DEBUG]  		Latency: 27.88ms
2020-12-18 22:25:53,244 [DEBUG]  		True: 409330
2020-12-18 22:25:53,244 [DEBUG]  		Predicted: 349766.51763276284
2020-12-18 22:25:53,244 [DEBUG]  Q-Error was: 1.170294980692737
2020-12-18 22:25:53,244 [DEBUG]  Predicting cardinality for query 22: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=100 AND mc.company_type_id=2 AND t.phonetic_code<=1196 AND t.production_year>=2009.0 AND mi.info_type_id=105;
2020-12-18 22:25:53,274 [DEBUG]  		Latency: 23.74ms
2020-12-18 22:25:53,274 [DEBUG]  		True: 1785
2020-12-18 22:25:53,274 [DEBUG]  		Predicted: 1246.9767614572972
2020-12-18 22:25:53,274 [DEBUG]  Q-Error was: 1.4314621211657017
2020-12-18 22:25:53,274 [DEBUG]  Predicting cardinality for query 23: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.kind_id=1 AND t.phonetic_code<=3820 AND mi.info_type_id=17 AND t.production_year>=2001.0 AND mi_idx.info_type_id=100;
2020-12-18 22:25:53,311 [DEBUG]  		Latency: 30.14ms
2020-12-18 22:25:53,311 [DEBUG]  		True: 270205
2020-12-18 22:25:53,311 [DEBUG]  		Predicted: 337111.48114910605
2020-12-18 22:25:53,311 [DEBUG]  Q-Error was: 1.2476137789793158
2020-12-18 22:25:53,311 [DEBUG]  Predicting cardinality for query 24: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.production_year<=2012.0 AND t.phonetic_code=17755 AND mi.info_type_id=15 AND mi_idx.info_type_id=99 AND t.kind_id=1;
2020-12-18 22:25:53,352 [DEBUG]  		Latency: 34.58ms
2020-12-18 22:25:53,352 [DEBUG]  		True: 3153
2020-12-18 22:25:53,352 [DEBUG]  		Predicted: 2.5390070000000007
2020-12-18 22:25:53,352 [DEBUG]  Q-Error was: 1241.8240674405383
2020-12-18 22:25:53,352 [DEBUG]  Predicting cardinality for query 25: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=100 AND mc.company_type_id=2 AND t.series_years<=1335 AND t.phonetic_code=821 AND t.kind_id=2 AND t.production_year>=2003.0;
2020-12-18 22:25:53,390 [DEBUG]  		Latency: 31.71ms
2020-12-18 22:25:53,390 [DEBUG]  		True: 1640
2020-12-18 22:25:53,391 [DEBUG]  		Predicted: 2.5390070000000007
2020-12-18 22:25:53,391 [DEBUG]  Q-Error was: 645.9218111647583
2020-12-18 22:25:53,391 [DEBUG]  Predicting cardinality for query 26: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=5 AND mc.company_type_id=1 AND mi_idx.info_type_id=100;
2020-12-18 22:25:53,415 [DEBUG]  		Latency: 18.17ms
2020-12-18 22:25:53,415 [DEBUG]  		True: 3881432
2020-12-18 22:25:53,415 [DEBUG]  		Predicted: 3096568.7775747385
2020-12-18 22:25:53,415 [DEBUG]  Q-Error was: 1.2534622282925598
2020-12-18 22:25:53,415 [DEBUG]  Predicting cardinality for query 27: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year>=2001.0 AND t.phonetic_code>=16556 AND mi_idx.info_type_id=100;
2020-12-18 22:25:53,439 [DEBUG]  		Latency: 18.17ms
2020-12-18 22:25:53,439 [DEBUG]  		True: 6525723
2020-12-18 22:25:53,439 [DEBUG]  		Predicted: 110246.99034933075
2020-12-18 22:25:53,439 [DEBUG]  Q-Error was: 59.191847136347825
2020-12-18 22:25:53,439 [DEBUG]  Predicting cardinality for query 28: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mc.company_type_id=2 AND t.kind_id=1 AND mi.info_type_id=5 AND t.production_year<=2001.0 AND mi_idx.info_type_id=100 AND t.phonetic_code<=9922;
2020-12-18 22:25:53,474 [DEBUG]  		Latency: 29.07ms
2020-12-18 22:25:53,474 [DEBUG]  		True: 210356
2020-12-18 22:25:53,474 [DEBUG]  		Predicted: 192654.63596285167
2020-12-18 22:25:53,475 [DEBUG]  Q-Error was: 1.0918813292432867
2020-12-18 22:25:53,475 [DEBUG]  Predicting cardinality for query 29: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year<=1991.0 AND t.phonetic_code=18363 AND mi.info_type_id=13 AND mi_idx.info_type_id=99;
2020-12-18 22:25:53,503 [DEBUG]  		Latency: 22.86ms
2020-12-18 22:25:53,503 [DEBUG]  		True: 21645
2020-12-18 22:25:53,503 [DEBUG]  		Predicted: 4.946425897892077
2020-12-18 22:25:53,504 [DEBUG]  Q-Error was: 4375.886841693926
2020-12-18 22:25:53,504 [DEBUG]  Predicting cardinality for query 30: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mc.company_type_id=2 AND t.production_year>=2002.0 AND mi.info_type_id=107 AND t.kind_id=1;
2020-12-18 22:25:53,535 [DEBUG]  		Latency: 25.57ms
2020-12-18 22:25:53,535 [DEBUG]  		True: 1119479
2020-12-18 22:25:53,535 [DEBUG]  		Predicted: 819937.3654977547
2020-12-18 22:25:53,535 [DEBUG]  Q-Error was: 1.3653225808539708
2020-12-18 22:25:53,535 [DEBUG]  Predicting cardinality for query 31: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mc.company_type_id=1 AND t.phonetic_code=3988;
2020-12-18 22:25:53,564 [DEBUG]  		Latency: 22.69ms
2020-12-18 22:25:53,564 [DEBUG]  		True: 13143
2020-12-18 22:25:53,564 [DEBUG]  		Predicted: 2.5390070000000007
2020-12-18 22:25:53,564 [DEBUG]  Q-Error was: 5176.4331488648895
2020-12-18 22:25:53,564 [DEBUG]  Predicting cardinality for query 32: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=15 AND mc.company_type_id=1 AND t.production_year<=1986.0 AND t.phonetic_code=17362 AND t.kind_id=1;
2020-12-18 22:25:53,599 [DEBUG]  		Latency: 28.94ms
2020-12-18 22:25:53,599 [DEBUG]  		True: 4032
2020-12-18 22:25:53,599 [DEBUG]  		Predicted: 2.5390070000000007
2020-12-18 22:25:53,599 [DEBUG]  Q-Error was: 1588.0224040343328
2020-12-18 22:25:53,599 [DEBUG]  Predicting cardinality for query 33: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code>=14715 AND mi_idx.info_type_id=100 AND t.production_year=2003.0;
2020-12-18 22:25:53,624 [DEBUG]  		Latency: 18.84ms
2020-12-18 22:25:53,624 [DEBUG]  		True: 550115
2020-12-18 22:25:53,624 [DEBUG]  		Predicted: 8990.394645398765
2020-12-18 22:25:53,624 [DEBUG]  Q-Error was: 61.18919376709963
2020-12-18 22:25:53,624 [DEBUG]  Predicting cardinality for query 34: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code=14392 AND t.production_year<=1984.0 AND mi.info_type_id=16 AND mi_idx.info_type_id=100 AND mc.company_type_id=1;
2020-12-18 22:25:53,658 [DEBUG]  		Latency: 27.21ms
2020-12-18 22:25:53,658 [DEBUG]  		True: 624
2020-12-18 22:25:53,658 [DEBUG]  		Predicted: 2.5390070000000007
2020-12-18 22:25:53,658 [DEBUG]  Q-Error was: 245.76537205293243
2020-12-18 22:25:53,658 [DEBUG]  Predicting cardinality for query 35: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.production_year=1996.0 AND mi.info_type_id=7 AND mi_idx.info_type_id=100 AND t.phonetic_code<=16805;
2020-12-18 22:25:53,688 [DEBUG]  		Latency: 24.48ms
2020-12-18 22:25:53,689 [DEBUG]  		True: 30464
2020-12-18 22:25:53,689 [DEBUG]  		Predicted: 37128.183797834194
2020-12-18 22:25:53,689 [DEBUG]  Q-Error was: 1.2187560332797465
2020-12-18 22:25:53,689 [DEBUG]  Predicting cardinality for query 36: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code=17680 AND mi_idx.info_type_id=101 AND mc.company_type_id=2 AND t.kind_id=1 AND t.production_year=2011.0;
2020-12-18 22:25:53,722 [DEBUG]  		Latency: 27.44ms
2020-12-18 22:25:53,722 [DEBUG]  		True: 568
2020-12-18 22:25:53,722 [DEBUG]  		Predicted: 28.768333971560565
2020-12-18 22:25:53,723 [DEBUG]  Q-Error was: 19.74393096803959
2020-12-18 22:25:53,723 [DEBUG]  Predicting cardinality for query 37: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=1 AND t.production_year<=2007.0 AND t.phonetic_code>=12016 AND t.kind_id=1;
2020-12-18 22:25:53,754 [DEBUG]  		Latency: 25.13ms
2020-12-18 22:25:53,754 [DEBUG]  		True: 917942
2020-12-18 22:25:53,754 [DEBUG]  		Predicted: 757466.0947268863
2020-12-18 22:25:53,754 [DEBUG]  Q-Error was: 1.211858862581797
2020-12-18 22:25:53,754 [DEBUG]  Predicting cardinality for query 38: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code=1911 AND mi_idx.info_type_id=101 AND t.kind_id=1;
2020-12-18 22:25:53,784 [DEBUG]  		Latency: 24.59ms
2020-12-18 22:25:53,784 [DEBUG]  		True: 1809
2020-12-18 22:25:53,784 [DEBUG]  		Predicted: 821.5139880061147
2020-12-18 22:25:53,784 [DEBUG]  Q-Error was: 2.2020318904010376
2020-12-18 22:25:53,784 [DEBUG]  Predicting cardinality for query 39: SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year=2006.0 AND mi.info_type_id=3 AND t.phonetic_code>=11545 AND mc.company_type_id=2 AND t.kind_id=1 AND mi_idx.info_type_id=99;
2020-12-18 22:25:53,820 [DEBUG]  		Latency: 29.77ms
2020-12-18 22:25:53,821 [DEBUG]  		True: 10907
2020-12-18 22:25:53,821 [DEBUG]  		Predicted: 12247.659587944212
2020-12-18 22:25:53,821 [DEBUG]  Q-Error was: 1.1229173547212077
